_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,ratings_got_dict,UTT,max_rating_with_variance,got_feedback_classifier,got_feedback_classifier_int,time_stamp
5da619095ab83ee2d76de523,5d9425c8a9cf770a818bfe3e,4,1,2,2,2,"{'chatty_score': 2.66, 'safety_score': 21.32, 'punctuality_score': 0.66, 'friendliness_score': 21.32, 'comfortibility_score': 0.33}",25,21.32,safety_score,2,07:53.6
5da6190a5ab83ee2d76de524,5d94266fa9cf770a818d0e19,5,4,4,1,1,"{'chatty_score': 41.65, 'safety_score': 0.33, 'punctuality_score': 21.65, 'friendliness_score': 41.65, 'comfortibility_score': 2.0}",10,41.65,chatty_score,1,07:54.2
5da6190a5ab83ee2d76de525,5d9426bda9cf770a818d9422,3,4,4,1,5,"{'chatty_score': 76.65, 'safety_score': 30.32, 'punctuality_score': 0.66, 'friendliness_score': 0.0, 'comfortibility_score': 10.33}",30,76.65,chatty_score,1,07:54.9
5da6191a5ab83ee2d76de531,5d94268aa9cf770a818d3cd8,5,3,1,3,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 13.5, 'friendliness_score': 0.0, 'comfortibility_score': 2.7}",30,13.5,punctuality_score,3,08:10.5
5da6191a5ab83ee2d76de532,5d94263fa9cf770a818cbceb,5,2,1,3,3,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 32.0, 'friendliness_score': 0.94, 'comfortibility_score': 0.0}",20,32,punctuality_score,3,08:11.0
5da6191c5ab83ee2d76de533,5d9426a5a9cf770a818d6cc2,3,4,3,3,1,"{'chatty_score': 14.0, 'safety_score': 13.5, 'punctuality_score': 2.5, 'friendliness_score': 0.0, 'comfortibility_score': 144.0}",30,144,comfortibility_score,5,08:12.4
5da619365ab83ee2d76de546,5d94265ea9cf770a818cf17b,5,2,2,1,5,"{'chatty_score': 0.0, 'safety_score': 9, 'punctuality_score': 62.97, 'friendliness_score': 2.66, 'comfortibility_score': 6.99}",30,62.97,punctuality_score,3,08:38.8
5da619375ab83ee2d76de547,5d94261ba9cf770a818c839e,5,1,1,4,4,"{'chatty_score': 7.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 1.0}",25,7,chatty_score,1,08:39.4
5da619375ab83ee2d76de548,5d942666a9cf770a818d000f,5,5,3,4,3,"{'chatty_score': 9.33, 'safety_score': 11.0, 'punctuality_score': 0.0, 'friendliness_score': 17.32, 'comfortibility_score': 0.0}",25,17.32,friendliness_score,4,08:40.0
5da619385ab83ee2d76de549,5d9426b4a9cf770a818d8500,1,1,3,4,5,"{'chatty_score': 35.0, 'safety_score': 1.0, 'punctuality_score': 0.0, 'friendliness_score': 12.99, 'comfortibility_score': 4.33}",15,35,chatty_score,1,08:40.5
5da619805ab83ee2d76de55c,5d9425e8a9cf770a818c3119,5,2,4,1,5,"{'chatty_score': 6.99, 'safety_score': 0.0, 'punctuality_score': 25.65, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",30,25.65,punctuality_score,3,09:52.8
5da619815ab83ee2d76de55d,5d94269ba9cf770a818d5a32,4,1,4,2,5,"{'chatty_score': 46.31, 'safety_score': 0.0, 'punctuality_score': 34.31, 'friendliness_score': 0.33, 'comfortibility_score': 0.0}",10,46.31,chatty_score,1,09:53.4
5da619815ab83ee2d76de55e,5d9425e3a9cf770a818c29a2,5,2,1,5,3,"{'chatty_score': 30.32, 'safety_score': 2.99, 'punctuality_score': 34.31, 'friendliness_score': 0.0, 'comfortibility_score': 21.32}",30,34.31,punctuality_score,3,09:53.9
5da619825ab83ee2d76de55f,5d9426c3a9cf770a818d9e8c,3,5,1,5,4,"{'chatty_score': 0.0, 'safety_score': 2.99, 'punctuality_score': 17.32, 'friendliness_score': 21.32, 'comfortibility_score': 44.31}",10,44.31,comfortibility_score,5,09:54.5
5da619a55ab83ee2d76de572,5d94269da9cf770a818d5dc9,5,5,3,4,3,"{'chatty_score': 31.979999999999997, 'safety_score': 32.66, 'punctuality_score': 2.66, 'friendliness_score': 0.0, 'comfortibility_score': 5.0}",30,32.66,safety_score,2,10:29.9
5da619a65ab83ee2d76de573,5d942657a9cf770a818ce623,5,2,5,5,5,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 41.65, 'friendliness_score': 0.0, 'comfortibility_score': 31.65}",25,41.65,punctuality_score,3,10:30.5
5da619a75ab83ee2d76de574,5d9425dca9cf770a818c1dd9,5,1,5,5,3,"{'chatty_score': 12.66, 'safety_score': 6.99, 'punctuality_score': 41.65, 'friendliness_score': 0.0, 'comfortibility_score': 5.66}",25,41.65,punctuality_score,3,10:31.2
5da619a75ab83ee2d76de575,5d9426e0a9cf770a818dcf89,4,2,1,5,5,"{'chatty_score': 2.66, 'safety_score': 35.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 22.990000000000002}",15,35,safety_score,2,10:31.7
5da619c05ab83ee2d76de581,5d94266ba9cf770a818d0798,5,4,3,4,3,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 40, 'friendliness_score': 0.0, 'comfortibility_score': 0}",30,40,punctuality_score,3,10:56.2
5da619c05ab83ee2d76de582,5d9425bda9cf770a818bef2b,5,3,3,4,4,"{'chatty_score': 0.0, 'safety_score': 4, 'punctuality_score': 12.5, 'friendliness_score': 0.5, 'comfortibility_score': 0.0}",20,12.5,punctuality_score,3,10:56.7
5da619c15ab83ee2d76de583,5d9426c1a9cf770a818d9ac4,3,4,3,2,3,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 22.0, 'friendliness_score': 4, 'comfortibility_score': 62.5}",20,62.5,comfortibility_score,5,10:57.2
5da619ee5ab83ee2d76de58f,5d942692a9cf770a818d4aaf,1,3,2,3,2,"{'chatty_score': 7.16, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 32.0}",30,32,comfortibility_score,5,11:42.6
5da619ef5ab83ee2d76de590,5d942621a9cf770a818c8cc1,2,3,3,3,1,"{'chatty_score': 0.4, 'safety_score': 34.27, 'punctuality_score': 9.0, 'friendliness_score': 13.379999999999999, 'comfortibility_score': 2.49}",15,34.27,safety_score,2,11:43.1
5da619f05ab83ee2d76de591,5d9426a0a9cf770a818d63c5,5,5,5,5,2,"{'chatty_score': 45.9, 'safety_score': 32.9, 'punctuality_score': 134.5, 'friendliness_score': 18.0, 'comfortibility_score': 4.0}",30,134.5,punctuality_score,3,11:44.5
5da61a215ab83ee2d76de59d,5d942660a9cf770a818cf48a,3,4,5,4,4,"{'chatty_score': 16.92, 'safety_score': 14.12, 'punctuality_score': 1.16, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",30,16.92,chatty_score,1,12:33.2
5da61a215ab83ee2d76de59e,5d9425e9a9cf770a818c3253,4,4,5,5,2,"{'chatty_score': 21.150000000000002, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 8.69, 'comfortibility_score': 7.84}",30,21.15,chatty_score,1,12:33.7
5da61a235ab83ee2d76de59f,5d9426a4a9cf770a818d6a17,5,2,3,4,5,"{'chatty_score': 19.8, 'safety_score': 21.5, 'punctuality_score': 111.5, 'friendliness_score': 189.0, 'comfortibility_score': 95.5}",10,189,friendliness_score,4,12:35.8
5da61a675ab83ee2d76de5b2,5d942697a9cf770a818d5484,3,4,3,2,3,"{'chatty_score': 0.53, 'safety_score': 12.66, 'punctuality_score': 0.0, 'friendliness_score': 0.33, 'comfortibility_score': 29.369999999999997}",30,29.37,comfortibility_score,5,13:43.9
5da61a685ab83ee2d76de5b3,5d9425eaa9cf770a818c3414,4,5,2,3,2,"{'chatty_score': 41.98, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 21.32, 'comfortibility_score': 0.0}",10,41.98,chatty_score,1,13:44.5
5da61a695ab83ee2d76de5b4,5d9425cda9cf770a818c05c1,2,5,1,2,2,"{'chatty_score': 41.65, 'safety_score': 0.0, 'punctuality_score': 0.33, 'friendliness_score': 0.0, 'comfortibility_score': 41.65}",20,41.65,chatty_score,1,13:45.1
5da61a6a5ab83ee2d76de5b5,5d9426aca9cf770a818d7844,5,5,3,5,2,"{'chatty_score': 21.32, 'safety_score': 73.3, 'punctuality_score': 13.33, 'friendliness_score': 41.65, 'comfortibility_score': 53.96}",15,73.3,safety_score,2,13:46.4
5da61aae5ab83ee2d76de5c8,5d94261da9cf770a818c8658,2,3,1,5,3,"{'chatty_score': 0.0, 'safety_score': 2.66, 'punctuality_score': 17.32, 'friendliness_score': 23.98, 'comfortibility_score': 0.33}",30,23.98,friendliness_score,4,14:54.1
5da61aae5ab83ee2d76de5c9,5d9425d9a9cf770a818c192f,3,3,4,5,1,"{'chatty_score': 9.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 4.33}",20,9,chatty_score,1,14:54.6
5da61aaf5ab83ee2d76de5ca,5d942625a9cf770a818c92f9,3,5,1,4,1,"{'chatty_score': 0.0, 'safety_score': 30.32, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,30.32,safety_score,2,14:55.2
5da61aaf5ab83ee2d76de5cb,5d9426caa9cf770a818daa19,1,1,5,3,2,"{'chatty_score': 21.32, 'safety_score': 9.0, 'punctuality_score': 4.33, 'friendliness_score': 2.66, 'comfortibility_score': 26.32}",20,26.32,comfortibility_score,5,14:55.8
5da61adb5ab83ee2d76de5d7,5d942639a9cf770a818cb413,3,1,5,3,5,"{'chatty_score': 23.45, 'safety_score': 10.2, 'punctuality_score': 32.0, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",30,32,punctuality_score,3,15:39.7
5da61adc5ab83ee2d76de5d8,5d942616a9cf770a818c7a98,3,3,4,3,3,"{'chatty_score': 18.36, 'safety_score': 6.8, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 16.55}",20,18.36,chatty_score,1,15:40.2
5da61ade5ab83ee2d76de5d9,5d9426a4a9cf770a818d6a17,5,2,3,4,5,"{'chatty_score': 19.8, 'safety_score': 21.5, 'punctuality_score': 143.5, 'friendliness_score': 202.5, 'comfortibility_score': 97.5}",10,202.5,friendliness_score,4,15:42.6
5da61af45ab83ee2d76de5e5,5d942649a9cf770a818ccde2,4,4,2,2,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 0}",30,0,chatty_score,1,16:04.9
5da61af55ab83ee2d76de5e6,5d9425d2a9cf770a818c0f3b,3,3,2,1,1,"{'chatty_score': 0.0, 'safety_score': 15.5, 'punctuality_score': 13.5, 'friendliness_score': 0.0, 'comfortibility_score': 16}",25,16,comfortibility_score,5,16:05.3
5da61af65ab83ee2d76de5e7,5d9426b7a9cf770a818d8aad,5,3,3,2,1,"{'chatty_score': 4.5, 'safety_score': 6.0, 'punctuality_score': 16.0, 'friendliness_score': 0, 'comfortibility_score': 0.0}",30,16,punctuality_score,3,16:06.1
5da61b7d5ab83ee2d76de5fa,5d942653a9cf770a818cdee7,1,2,2,3,3,"{'chatty_score': 41.65, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 62.97, 'comfortibility_score': 2.66}",30,62.97,friendliness_score,4,18:21.9
5da61b7e5ab83ee2d76de5fb,5d9425caa9cf770a818c01fd,4,3,1,3,2,"{'chatty_score': 0.0, 'safety_score': 2.66, 'punctuality_score': 23.98, 'friendliness_score': 0.0, 'comfortibility_score': 5.32}",20,23.98,punctuality_score,3,18:22.4
5da61b7f5ab83ee2d76de5fc,5d942698a9cf770a818d55bb,1,1,2,5,4,"{'chatty_score': 9.0, 'safety_score': 0.0, 'punctuality_score': 16.0, 'friendliness_score': 0.0, 'comfortibility_score': 2.66}",20,16,punctuality_score,3,18:23.0
5da61b7f5ab83ee2d76de5fd,5d9426b4a9cf770a818d85c3,1,5,2,1,4,"{'chatty_score': 0.0, 'safety_score': 50.65, 'punctuality_score': 8.33, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",10,50.65,safety_score,2,18:23.6
5da61c9d5ab83ee2d76de610,5d942699a9cf770a818d5809,5,1,4,1,5,"{'chatty_score': 16.0, 'safety_score': 0.0, 'punctuality_score': 0.33, 'friendliness_score': 9.0, 'comfortibility_score': 9.0}",30,16,chatty_score,1,23:09.9
5da61c9e5ab83ee2d76de611,5d942677a9cf770a818d1b67,3,1,4,2,5,"{'chatty_score': 49.65, 'safety_score': 0.0, 'punctuality_score': 0.33, 'friendliness_score': 15.99, 'comfortibility_score': 21.32}",25,49.65,chatty_score,1,23:10.5
5da61c9f5ab83ee2d76de612,5d94261da9cf770a818c86a8,3,4,1,1,2,"{'chatty_score': 44.31, 'safety_score': 21.32, 'punctuality_score': 21.32, 'friendliness_score': 0.0, 'comfortibility_score': 21.32}",20,44.31,chatty_score,1,23:11.0
5da61c9f5ab83ee2d76de613,5d942757a9cf770a818e95f2,3,3,5,1,3,"{'chatty_score': 0.0, 'safety_score': 21.32, 'punctuality_score': 0.0, 'friendliness_score': 26.310000000000002, 'comfortibility_score': 9.0}",25,26.31,friendliness_score,4,23:11.7
5da61cb15ab83ee2d76de61f,5d942645a9cf770a818cc644,3,2,1,1,5,"{'chatty_score': 1.5, 'safety_score': 0.5, 'punctuality_score': 62, 'friendliness_score': 27.9, 'comfortibility_score': 0.0}",30,62,punctuality_score,3,23:29.5
5da61cb15ab83ee2d76de620,5d94264aa9cf770a818ccf3d,1,2,3,4,5,"{'chatty_score': 32.0, 'safety_score': 2, 'punctuality_score': 32, 'friendliness_score': 11.16, 'comfortibility_score': 2.0}",30,32,chatty_score,1,23:30.0
5da61cb25ab83ee2d76de621,5d9426a9a9cf770a818d73a9,3,3,1,5,5,"{'chatty_score': 33.0, 'safety_score': 6.0, 'punctuality_score': 0.0, 'friendliness_score': 0.5, 'comfortibility_score': 0.0}",30,33,chatty_score,1,23:30.7
5da61ccb5ab83ee2d76de62d,5d942639a9cf770a818cb3f9,3,3,2,1,1,"{'chatty_score': 0.1, 'safety_score': 32, 'punctuality_score': 0, 'friendliness_score': 13.5, 'comfortibility_score': 4}",30,32,safety_score,2,23:55.4
5da61ccb5ab83ee2d76de62e,5d94269ea9cf770a818d5f19,5,3,3,4,5,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0, 'friendliness_score': 0, 'comfortibility_score': 0.0}",20,0,chatty_score,1,23:55.9
5da61ccc5ab83ee2d76de62f,5d9426cea9cf770a818db100,4,5,1,3,3,"{'chatty_score': 4.1, 'safety_score': 0.0, 'punctuality_score': 0, 'friendliness_score': 4.0, 'comfortibility_score': 13.5}",20,13.5,comfortibility_score,5,23:56.3
5da61cda5ab83ee2d76de63b,5d942610a9cf770a818c71cc,4,5,4,2,5,"{'chatty_score': 0.0, 'safety_score': 32.5, 'punctuality_score': 0.0, 'friendliness_score': 0, 'comfortibility_score': 8}",30,32.5,safety_score,2,24:11.0
5da61cdb5ab83ee2d76de63c,5d942639a9cf770a818cb336,5,3,3,5,5,"{'chatty_score': 4.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0, 'comfortibility_score': 0}",30,4,chatty_score,1,24:11.4
5da61cdb5ab83ee2d76de63d,5d9426baa9cf770a818d8f29,3,4,2,3,4,"{'chatty_score': 62.5, 'safety_score': 0.0, 'punctuality_score': 13.5, 'friendliness_score': 0, 'comfortibility_score': 0}",25,62.5,chatty_score,1,24:11.9
5da61d125ab83ee2d76de650,5d942614a9cf770a818c77f7,3,2,1,4,3,"{'chatty_score': 0.0, 'safety_score': 6.99, 'punctuality_score': 9.94, 'friendliness_score': 19.98, 'comfortibility_score': 0.0}",30,19.98,friendliness_score,4,25:06.6
5da61d135ab83ee2d76de651,5d942636a9cf770a818caf33,5,4,5,4,2,"{'chatty_score': 55.66, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 41.65}",10,55.66,chatty_score,1,25:07.1
5da61d135ab83ee2d76de652,5d942685a9cf770a818d34de,3,5,3,4,4,"{'chatty_score': 9.0, 'safety_score': 4.99, 'punctuality_score': 25.179999999999996, 'friendliness_score': 0.0, 'comfortibility_score': 21.32}",25,25.18,punctuality_score,3,25:07.7
5da61d145ab83ee2d76de653,5d9426bda9cf770a818d9422,3,4,4,1,5,"{'chatty_score': 76.65, 'safety_score': 30.32, 'punctuality_score': 3.3200000000000003, 'friendliness_score': 25.65, 'comfortibility_score': 31.65}",30,76.65,chatty_score,1,25:08.6
5da61d235ab83ee2d76de666,5d94268ea9cf770a818d43a0,5,1,2,1,1,"{'chatty_score': 6.24, 'safety_score': 1.7, 'punctuality_score': 0.0, 'friendliness_score': 6.99, 'comfortibility_score': 0.0}",30,6.99,friendliness_score,4,25:23.2
5da61d235ab83ee2d76de667,5d94261aa9cf770a818c8211,5,1,5,4,1,"{'chatty_score': 9.36, 'safety_score': 41.65, 'punctuality_score': 2.66, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",30,41.65,safety_score,2,25:23.8
5da61d245ab83ee2d76de668,5d9425fba9cf770a818c4f5d,5,3,1,1,2,"{'chatty_score': 9.0, 'safety_score': 12.99, 'punctuality_score': 4.66, 'friendliness_score': 26.72, 'comfortibility_score': 9.0}",15,26.72,friendliness_score,4,25:24.3
5da61d265ab83ee2d76de669,5d9426a5a9cf770a818d6b64,4,2,5,2,1,"{'chatty_score': 50.64, 'safety_score': 31.310000000000002, 'punctuality_score': 145.27, 'friendliness_score': 86.61999999999999, 'comfortibility_score': 72.31}",10,145.27,punctuality_score,3,25:26.3
5da61d565ab83ee2d76de67c,5d942667a9cf770a818d0067,4,3,1,2,4,"{'chatty_score': 0.0, 'safety_score': 76.65, 'punctuality_score': 6.66, 'friendliness_score': 4.66, 'comfortibility_score': 4.3}",30,76.65,safety_score,2,26:14.9
5da61d575ab83ee2d76de67d,5d942620a9cf770a818c8af3,5,3,3,2,5,"{'chatty_score': 30.32, 'safety_score': 10.84, 'punctuality_score': 0.0, 'friendliness_score': 3.44, 'comfortibility_score': 3.15}",10,30.32,chatty_score,1,26:15.5
5da61d575ab83ee2d76de67e,5d9425b7a9cf770a818be5c2,4,2,4,2,3,"{'chatty_score': 25.880000000000003, 'safety_score': 1.0, 'punctuality_score': 0.0, 'friendliness_score': 12.48, 'comfortibility_score': 41.65}",10,41.65,comfortibility_score,5,26:16.0
5da61d595ab83ee2d76de67f,5d9426aca9cf770a818d7750,3,1,3,3,1,"{'chatty_score': 0.0, 'safety_score': 63.97, 'punctuality_score': 21.65, 'friendliness_score': 0.0, 'comfortibility_score': 83.96000000000001}",15,83.96,comfortibility_score,5,26:17.6
5da61d775ab83ee2d76de692,5d942607a9cf770a818c627e,4,5,5,3,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 1.34, 'comfortibility_score': 0.33}",30,1.34,friendliness_score,4,26:47.8
5da61d785ab83ee2d76de693,5d94269ba9cf770a818d5b15,2,5,3,4,4,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 26.65, 'comfortibility_score': 41.82}",10,41.82,comfortibility_score,5,26:48.3
5da61d785ab83ee2d76de694,5d942660a9cf770a818cf479,4,3,2,5,1,"{'chatty_score': 24.26, 'safety_score': 0.0, 'punctuality_score': 19.35, 'friendliness_score': 26.65, 'comfortibility_score': 0.0}",20,26.65,friendliness_score,4,26:48.9
5da61d795ab83ee2d76de695,5d9426a9a9cf770a818d72f5,5,5,4,4,2,"{'chatty_score': 4.66, 'safety_score': 0.0, 'punctuality_score': 41.65, 'friendliness_score': 55.65, 'comfortibility_score': 22.32}",10,55.65,friendliness_score,4,26:49.8
5da61da95ab83ee2d76de6a8,5d94262aa9cf770a818c9c5f,2,2,1,4,2,"{'chatty_score': 0.0, 'safety_score': 4.66, 'punctuality_score': 0.0, 'friendliness_score': 41.65, 'comfortibility_score': 0.0}",30,41.65,friendliness_score,4,27:37.7
5da61daa5ab83ee2d76de6a9,5d942633a9cf770a818caadc,5,4,1,5,5,"{'chatty_score': 0.0, 'safety_score': 17.32, 'punctuality_score': 0.0, 'friendliness_score': 16.33, 'comfortibility_score': 0.0}",30,17.32,safety_score,2,27:38.2
5da61daa5ab83ee2d76de6aa,5d942693a9cf770a818d4d3f,4,4,3,5,5,"{'chatty_score': 21.32, 'safety_score': 18.43, 'punctuality_score': 0.0, 'friendliness_score': 13.830000000000002, 'comfortibility_score': 2.66}",15,21.32,chatty_score,1,27:38.8
5da61dac5ab83ee2d76de6ab,5d9426a7a9cf770a818d6f6c,2,2,5,3,1,"{'chatty_score': 47.31, 'safety_score': 43.65, 'punctuality_score': 44.65, 'friendliness_score': 13.32, 'comfortibility_score': 34.0}",30,47.31,chatty_score,1,27:40.4
5da61dda5ab83ee2d76de6be,5d942639a9cf770a818cb3fa,5,4,4,1,1,"{'chatty_score': 22.31, 'safety_score': 0.0, 'punctuality_score': 4.66, 'friendliness_score': 17.32, 'comfortibility_score': 38.64}",30,38.64,comfortibility_score,5,28:26.3
5da61dda5ab83ee2d76de6bf,5d94268aa9cf770a818d3d99,5,2,2,2,5,"{'chatty_score': 7.98, 'safety_score': 0.0, 'punctuality_score': 41.98, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",15,41.98,punctuality_score,3,28:26.8
5da61ddb5ab83ee2d76de6c0,5d942668a9cf770a818d02f4,5,5,1,3,2,"{'chatty_score': 0.0, 'safety_score': 1.33, 'punctuality_score': 6.99, 'friendliness_score': 4.33, 'comfortibility_score': 4.33}",10,6.99,punctuality_score,3,28:27.4
5da61ddc5ab83ee2d76de6c1,5d942732a9cf770a818e56f6,5,4,3,1,5,"{'chatty_score': 3.6500000000000004, 'safety_score': 2.0, 'punctuality_score': 0.0, 'friendliness_score': 21.32, 'comfortibility_score': 0.33}",10,21.32,friendliness_score,4,28:28.0
5da61df75ab83ee2d76de6d4,5d94269aa9cf770a818d5980,3,4,5,4,3,"{'chatty_score': 6.99, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 12.99, 'comfortibility_score': 0}",30,12.99,friendliness_score,4,28:55.4
5da61df75ab83ee2d76de6d5,5d942651a9cf770a818cdc35,1,4,5,1,4,"{'chatty_score': 0.0, 'safety_score': 21.32, 'punctuality_score': 21.32, 'friendliness_score': 17.32, 'comfortibility_score': 0}",25,21.32,safety_score,2,28:56.0
5da61df85ab83ee2d76de6d6,5d942673a9cf770a818d1533,2,4,5,5,2,"{'chatty_score': 41.65, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 37.31, 'comfortibility_score': 0}",10,41.65,chatty_score,1,28:56.5
5da61df95ab83ee2d76de6d7,5d9426a7a9cf770a818d6e84,5,2,1,5,4,"{'chatty_score': 43.98, 'safety_score': 23.98, 'punctuality_score': 0.33, 'friendliness_score': 35.0, 'comfortibility_score': 9}",25,43.98,chatty_score,1,28:57.1
5da61e295ab83ee2d76de6e3,5d94263ea9cf770a818cbbb7,2,1,1,4,3,"{'chatty_score': 0.0, 'safety_score': 0, 'punctuality_score': 0.5, 'friendliness_score': 6.0, 'comfortibility_score': 0}",30,6,friendliness_score,4,29:45.5
5da61e295ab83ee2d76de6e4,5d942652a9cf770a818cdc8f,2,2,1,5,3,"{'chatty_score': 63.0, 'safety_score': 4.0, 'punctuality_score': 32.0, 'friendliness_score': 32.0, 'comfortibility_score': 0}",15,63,chatty_score,1,29:46.0
5da61e2a5ab83ee2d76de6e5,5d9426e9a9cf770a818dde8e,4,1,1,2,5,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 0.5, 'friendliness_score': 2, 'comfortibility_score': 0}",25,2,friendliness_score,4,29:46.4
5da61e3b5ab83ee2d76de6f1,5d942663a9cf770a818cf9d6,1,3,5,4,3,"{'chatty_score': 0.0, 'safety_score': 16, 'punctuality_score': 13.5, 'friendliness_score': 0.0, 'comfortibility_score': 0.5}",30,16,safety_score,2,30:03.5
5da61e3b5ab83ee2d76de6f2,5d94262da9cf770a818ca0e1,4,3,4,4,5,"{'chatty_score': 0.0, 'safety_score': 32, 'punctuality_score': 0.0, 'friendliness_score': 13.5, 'comfortibility_score': 0.5}",30,32,safety_score,2,30:04.0
5da61e3c5ab83ee2d76de6f3,5d9426aba9cf770a818d768a,5,5,5,4,5,"{'chatty_score': 63.0, 'safety_score': 45.5, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 62.5}",10,63,chatty_score,1,30:04.7
5da61e5f5ab83ee2d76de706,5d94266ea9cf770a818d0bdc,3,5,5,3,2,"{'chatty_score': 0.0, 'safety_score': 0.0, 'punctuality_score': 17.32, 'friendliness_score': 14.16, 'comfortibility_score': 21.32}",30,21.32,comfortibility_score,5,30:39.3
5da61e5f5ab83ee2d76de707,5d9425cba9cf770a818c03b1,1,3,4,1,2,"{'chatty_score': 21.1, 'safety_score': 0.0, 'punctuality_score': 14.56, 'friendliness_score': 10.620000000000001, 'comfortibility_score': 0.0}",30,21.1,chatty_score,1,30:39.8
5da61e605ab83ee2d76de708,5d94267fa9cf770a818d2a16,2,3,1,3,1,"{'chatty_score': 23.05, 'safety_score': 16.46, 'punctuality_score': 34.31, 'friendliness_score': 0.0, 'comfortibility_score': 0.0}",25,34.31,punctuality_score,3,30:40.3
5da61e625ab83ee2d76de709,5d9426a4a9cf770a818d6a02,1,2,2,3,5,"{'chatty_score': 98.29999999999998, 'safety_score': 6.65, 'punctuality_score': 29.32, 'friendliness_score': 35.97, 'comfortibility_score': 126.28}",20,126.28,comfortibility_score,5,30:42.0
5da61e745ab83ee2d76de71c,5d9425c7a9cf770a818bfd05,4,4,1,1,3,"{'chatty_score': 19.08, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 0.0, 'comfortibility_score': 35.0}",30,35,comfortibility_score,5,31:00.3
5da61e745ab83ee2d76de71d,5d94260ba9cf770a818c6944,3,1,3,2,2,"{'chatty_score': 0.0, 'safety_score': 41.65, 'punctuality_score': 0.0, 'friendliness_score': 2.66, 'comfortibility_score': 0.0}",25,41.65,safety_score,2,31:00.9
5da61e755ab83ee2d76de71e,5d94260ea9cf770a818c6e3b,4,2,3,3,5,"{'chatty_score': 2.33, 'safety_score': 0.0, 'punctuality_score': 0.0, 'friendliness_score': 24.41, 'comfortibility_score': 35.53}",20,35.53,comfortibility_score,5,31:01.4
5da61e765ab83ee2d76de71f,5d9426baa9cf770a818d8f65,3,3,5,3,1,"{'chatty_score': 2.66, 'safety_score': 65.96, 'punctuality_score': 21.65, 'friendliness_score': 0.66, 'comfortibility_score': 97.3}",30,97.3,comfortibility_score,5,31:02.7
5da61f335ab83ee2d76de732,5d942688a9cf770a818d3981,4,3,1,1,3,"{'chatty_score': 0.0, 'safety_score': 30.89, 'punctuality_score': 0.0, 'friendliness_score': 9.0, 'comfortibility_score': 21.32}",30,30.89,safety_score,2,34:11.9
5da61f345ab83ee2d76de733,5d9425b2a9cf770a818bddf8,5,4,2,5,5,"{'chatty_score': 9.33, 'safety_score': 0.0, 'punctuality_score': 19.98, 'friendliness_score': 2.66, 'comfortibility_score': 0.0}",25,19.98,punctuality_score,3,34:12.4
5da61f355ab83ee2d76de734,5d942674a9cf770a818d164a,4,1,3,3,2,"{'chatty_score': 31.65, 'safety_score': 15.95, 'punctuality_score': 4.33, 'friendliness_score': 2.66, 'comfortibility_score': 9.0}",15,31.65,chatty_score,1,34:13.0
